Label,Generation,PR AUC,Lineage,Beats Baseline?,Baseline PR AUC,Dataset
Elastic_L70_C10 + Cluster Centroids_G9,9,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G9,9,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G10,10,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G10,10,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G10,10,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G10,10,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G10,10,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G10,10,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G11,11,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G11,11,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G11,11,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G11,11,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G11,11,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G11,11,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G12,12,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G12,12,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G12,12,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G12,12,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G12,12,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G12,12,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G13,13,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G13,13,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G13,13,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G13,13,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G13,13,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G13,13,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G14,14,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G14,14,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G14,14,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G14,14,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G14,14,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G14,14,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G15,15,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G15,15,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G15,15,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G15,15,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G15,15,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G15,15,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G16,16,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G16,16,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G16,16,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G16,16,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G16,16,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G16,16,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G17,17,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G17,17,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G17,17,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G17,17,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G17,17,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G17,17,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G18,18,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G18,18,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G18,18,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G18,18,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G18,18,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G18,18,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G19,19,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G19,19,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G19,19,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G19,19,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G19,19,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G19,19,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G20,20,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G20,20,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G20,20,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G20,20,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G20,20,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G20,20,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G21,21,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G21,21,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G21,21,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G21,21,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G21,21,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G21,21,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G22,22,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G22,22,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G22,22,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G22,22,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G22,22,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G22,22,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G23,23,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G23,23,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G23,23,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G23,23,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G23,23,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G23,23,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G24,24,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G24,24,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G24,24,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G24,24,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G24,24,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G24,24,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G25,25,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G25,25,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G25,25,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G25,25,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G25,25,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G25,25,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G26,26,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G26,26,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G26,26,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G26,26,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G26,26,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G26,26,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G27,27,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G27,27,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G27,27,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G27,27,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G27,27,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G27,27,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G28,28,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G28,28,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G28,28,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G28,28,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G28,28,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G28,28,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G29,29,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G29,29,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G29,29,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G29,29,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G29,29,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G29,29,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G30,30,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G30,30,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G30,30,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G30,30,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G30,30,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G30,30,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G31,31,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G31,31,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G31,31,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G31,31,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G31,31,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G31,31,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G32,32,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G32,32,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G32,32,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G32,32,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G32,32,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G32,32,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G33,33,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G33,33,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G33,33,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G33,33,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G33,33,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G33,33,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G34,34,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G34,34,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G34,34,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G34,34,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G34,34,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G34,34,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G35,35,0.073,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G35,35,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G35,35,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
Elastic_L70_C10 + Cluster Centroids_G35,35,0.505,child of Elastic_L70_C10 + Cluster Centroids_G0,✅ Yes,0.011,imbalanced_sparse_w0_n10_d10.csv
