Scheme Code,Scheme_Name,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,NAV,Repurchase Price,Sale Price,Date,Rolling_Volatility
,UTI FTIF Series XXVI-XV (1097 Days) - Regular Plan - Maturity Div Option,,,10.0,,,2020-06-02,
,UTI FTIF Series XXVI-XV (1097 Days) - Regular Plan - Growth Option,,,12.2034,,,2020-06-02,
,UTI FTIF Series XXVI-XV (1097 Days) - Regular Plan - Flexi Div Option,,,10.0,,,2020-06-02,
,UTI FTIF Series XXVI-XIII (1124 Days)- Regular Plan - Flexi Div Option,,,10.0,,,2020-06-02,
,UTI FTIF Series XXVI-XV (1097 Days) - Direct Plan - Quarterly Div Option,,,10.0,,,2020-06-02,
,UTI FTIF Series XXVI-XV (1097 Days) - Regular Plan - Annual Div Option,,,10.0,,,2020-06-02,
,UTI FTIF Series XXVI-XV (1097 Days) - Direct Plan - Growth Option,,,12.3262,,,2020-06-02,
,UTI FTIF Series XXVI-XIV (1105 Days) - Regular Plan - Quarterly Div Option,,,10.0,,,2020-06-02,
,UTI FTIF Series XXVI-XIV (1105 Days) - Regular Plan - Maturity Div Option,,,10.0,,,2020-06-02,
,UTI FTIF Series XXVI-XIV (1105 Days) - Direct Plan - Flexi Div Option,,,10.0,,,2020-06-02,
,UTI FTIF Series XXVI-XIV (1105 Days) - Regular Plan - Growth Option,,,12.2259,,,2020-06-02,
,UTI FTIF Series XXVI-XIV (1105 Days) - Regular Plan - Flexi Div Option,,,10.0,,,2020-06-02,
,UTI FTIF Series XXVI-XIV (1105 Days) - Regular Plan - Annual Div Option,,,10.0,,,2020-06-02,
,UTI FTIF Series XXVI-XIV (1105 Days) - Direct Plan - Growth Option,,,12.3488,,,2020-06-02,
,UTI FTIF Series XXVI-XIV (1105 Days) - Direct Plan - Quarterly Div Option,,,10.0,,,2020-06-02,
,UTI FTIF Series XXVI-XIV (1105 Days) - Direct Plan - Maturity Div Div Option,,,10.0,,,2020-06-02,
,UTI FTIF Series XXVI-XV (1097 Days) - Direct Plan - Maturity Div Option,,,10.0004,,,2020-06-02,
,UTI FTIF Series XXVI-XIII (1124 Days)- Regular Plan - Annual Div Option,,,10.0,,,2020-06-02,
,UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Regular Plan - Growth Option,,,11.9002,,,2020-06-09,
,UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Regular Plan - Dividend Option,,,10.0001,,,2020-06-09,
,UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Direct Plan - Growth Option,,,12.4481,,,2020-06-09,
,UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Direct Plan - Dividend Option,,,10.0,,,2020-06-09,
,Franklin India Money Market Fund - Institutional Option - Dividend,,,0.0,,,2020-06-18,
,HSBC FTS 129 - IDCW - Tenure 1120 Days - Maturity: 30-Jun-2020,,,10.0,,,2020-06-30,
,HSBC Fixed Term Series 129 - Growth Option,,,12.2853,,,2020-06-30,
,HSBC Fixed Term Series 129 - Direct Plan Growth Option,,,12.3834,,,2020-06-30,
,Nippon India Fixed Horizon Fund XXXI- Series 8- Dividend Payout Option,,,10.0,,,2020-07-01,
,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Direct Plan Cumulative Option,,,13.4892,,,2020-07-01,
,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Direct Plan Dividend Option,,,13.4892,,,2020-07-01,
,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Dividend Option,,,12.9263,,,2020-07-01,
,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Cumulative Option,,,12.9263,,,2020-07-01,
,Nippon India Fixed Horizon Fund XXXI- Series 8- Direct Plan-Dividend Payout Option,,,10.0,,,2020-07-01,
,Nippon India Fixed Horizon Fund XXXI- Series 8- Growth Option,,,13.0202,,,2020-07-01,
,Nippon India Fixed Horizon Fund XXXI- Series 8- Direct Plan - Growth Option,,,13.2895,,,2020-07-01,
,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Direct Plan Cumulative Option,,,13.029,,,2020-07-03,
,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Cumulative Option,,,12.5765,,,2020-07-03,
,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Direct Plan Dividend Option,,,13.029,,,2020-07-03,
,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Dividend Option,,,12.5765,,,2020-07-03,
,Kotak FMP Series 204-Direct Plan-Growth Option,,,12.41235067,,,2020-07-06,
,Kotak FMP Series 204-Direct Plan-Dividend Payout Option,,,12.41225314,,,2020-07-06,
,Kotak FMP Series 204-Regular Plan-Dividend Payout Option,,,12.35582924,,,2020-07-06,
,Kotak FMP Series 204-Regular Plan-Growth Option,,,12.35582851,,,2020-07-06,
,UTI FTIF Series XXVII-III (1096 Days) - Direct Plan - Maturity Div Option,,,10.0,,,2020-07-07,
,UTI FTIF Series XXVII-I (1113 Days) - Regular Plan - Maturity Div Option,,,10.0,,,2020-07-07,
,UTI FTIF Series XXVII-III (1096 Days) - Regular Plan - Maturity Div Option,,,10.0,,,2020-07-07,
,UTI FTIF Series XXVII-III (1096 Days) - Regular Plan - Quarterly Div Option,,,10.0,,,2020-07-07,
,UTI FTIF Series XXVII-III (1096 Days) - Regular Plan - Annual Div Option,,,10.0,,,2020-07-07,
,UTI FTIF Series XXVII-III (1096 Days) - Regular Plan - Growth Option,,,12.1843,,,2020-07-07,
,UTI FTIF Series XXVII-III (1096 Days) - Direct Plan - Quarterly Div Option,,,10.0,,,2020-07-07,
,UTI FTIF Series XXVII-III (1096 Days) - Direct Plan - Growth Option,,,12.3068,,,2020-07-07,
,UTI FTIF Series XXVII-III (1096 Days) - Direct Plan - Annual Div Option,,,10.0,,,2020-07-07,
,UTI FTIF Series XXVII-I (1113 Days) - Regular Plan - Quarterly Div Option,,,10.0,,,2020-07-07,
,UTI FTIF Series XXVII-I (1113 Days) - Direct Plan - Annual Div Option,,,10.0,,,2020-07-07,
,UTI FTIF Series XXVII-I (1113 Days) - Direct Plan - Flexi Div Option,,,10.0,,,2020-07-07,
,UTI FTIF Series XXVII-I (1113 Days) - Direct Plan - Growth Option,,,12.3583,,,2020-07-07,
,UTI FTIF Series XXVII-I (1113 Days) - Direct Plan - Maturity Div Option,,,10.0,,,2020-07-07,
,UTI FTIF Series XXVII-I (1113 Days) - Direct Plan - Quarterly Div Option,,,10.0,,,2020-07-07,
,UTI FTIF Series XXVII-I (1113 Days) - Regular Plan - Annual Div Option,,,10.0,,,2020-07-07,
,UTI FTIF Series XXVII-I (1113 Days) - Regular Plan - Flexi Div Option,,,10.0,,,2020-07-07,
,UTI FTIF Series XXVII-I (1113 Days) - Regular Plan - Growth Option,,,12.2354,,,2020-07-07,
,Nippon India Dual Advantage Fixed Tenure Fund XI- Plan A- Dividend Payout Option,,,10.0,,,2020-07-08,
,Nippon India Dual Advantage Fixed Tenure Fund XI- Plan A- Growth Option,,,11.5027,,,2020-07-08,
,Nippon India Dual Advantage Fixed Tenure Fund XI- Plan A- Direct Plan- Growth Option,,,11.7757,,,2020-07-08,
,Nippon India Dual Advantage Fixed Tenure Fund XI- Plan A- Direct Plan - Dividend Payout Option,,,10.0,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIII- Series 1- Growth Option,,,12.6489,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIII- Series 1- Direct Plan- Growth Option,,,12.6711,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIII- Series 8- Growth Option,,,12.533,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIII- Series 8-Direct Plan- Growth Option,,,12.5558,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIV- Series 2 - Direct Plan- Dividend Payout Option,,,10.0,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIV- Series 2 - Direct Plan- Growth Option,,,12.4953,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIV- Series 2 - Dividend Payout Option,,,10.0,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIV- Series 2 - Growth Option,,,12.3201,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIV- Series 3- Direct Plan-Dividend Payout Option,,,10.0,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIV- Series 3- Dividend Payout Option,,,10.0,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIV- Series 3- Growth Option,,,12.3104,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIV- Series 3-Direct Plan- Growth Option,,,12.4918,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIII- Series 1- Direct Plan- Dividend Payout Option,,,10.0,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIV- Series 7- Direct Plan- Dividend Payout Option,,,10.0,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIV- Series 7- Direct Plan-Growth Option,,,12.3038,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIV- Series 7- Dividend Payout Option,,,10.0,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIV- Series 7- Growth Option,,,12.2111,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIII- Series 8- Dividend Payout Option,,,10.0,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIII- Series 8- Direct Plan-Dividend Payout Option,,,10.0,,,2020-07-08,
,Franklin India Liquid Fund - Institution-Growth,,,0.0,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIII- Series 6-Direct Plan- Growth Option,,,12.5991,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIII- Series 6- Growth Option,,,12.5736,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIII- Series 6- Dividend Payout Option,,,10.0,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIII- Series 6- Direct Plan- Dividend Payout Option,,,10.0,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIII- Series 4- Growth Option,,,12.6373,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIII- Series 4- Direct Plan-Growth Option,,,12.6602,,,2020-07-08,
,Nippon India Fixed Horizon Fund XXXIII- Series 7- Direct Plan-Growth Option,,,12.5697,,,2020-07-09,
,Nippon India Fixed Horizon Fund XXXIII- Series 7- Direct Plan-Dividend Payout Option,,,10.0,,,2020-07-09,
,Nippon India Fixed Horizon Fund XXXIII- Series 7- Growth Option,,,12.5473,,,2020-07-09,
,Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Quarterly Dividend Plan,,,1.0493,,,2020-07-10,
,Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Direct Plan Growth Plan - Growth Option,,,4.0808,,,2020-07-10,
,Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Direct Plan Monthly Dividend Plan,,,1.0786,,,2020-07-10,
,Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Direct Plan Quarterly Dividend Plan,,,1.086,,,2020-07-10,
,Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Growth Plan,,,3.8398,,,2020-07-10,
,Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Monthly Dividend Plan,,,0.9969,,,2020-07-10,
,Nippon India Dual Advantage Fixed Tenure Fund XI- Plan B- Direct Plan- Growth Option,,,11.7067,,,2020-07-13,
,Nippon India Dual Advantage Fixed Tenure Fund XI- Plan B- Direct Plan - Dividend Payout Option,,,10.0,,,2020-07-13,
,Franklin India Short-term Income Plan-Retail Plan- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Weekly Dividend Option,,,0.0,,,2020-07-13,
,Franklin India Short term Income Plan-Institutional Plan- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,,,0.0,,,2020-07-13,
,Franklin India Ultra Short Bond Fund- Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,,,0.0,,,2020-07-13,
,Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Weekly Dividend Option,,,0.0,,,2020-07-13,
,Franklin India Ultra Short Bond Fund- Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option,,,0.0,,,2020-07-13,
,Nippon India Dual Advantage Fixed Tenure Fund XI- Plan B- Growth Option,,,11.3772,,,2020-07-13,
,Nippon India Dual Advantage Fixed Tenure Fund XI- Plan B- Dividend Payout Option,,,10.0,,,2020-07-13,
,Nippon India Fixed Horizon Fund XXXIV- Series 4- Growth Option,,,12.2879,,,2020-07-13,
,Nippon India Fixed Horizon Fund XXXIV- Series 4- Dividend Payout Option,,,10.0,,,2020-07-13,
,Nippon India Fixed Horizon Fund XXXIV- Series 4-Direct Plan- Growth Option,,,12.4283,,,2020-07-13,
,Nippon India Fixed Horizon Fund XXXIII- Series 3- Growth Option,,,12.6256,,,2020-07-13,
,Nippon India Fixed Horizon Fund XXXIII- Series 3 - Dividend Payout Option,,,10.0,,,2020-07-13,
,Nippon India Fixed Horizon Fund XXXIV- Series 4- Direct Plan-Dividend Payout Option,,,10.0,,,2020-07-13,
,Nippon India Fixed Horizon Fund XXXIII- Series 3-Direct Plan- Growth Option,,,12.6483,,,2020-07-13,
,UTI - Medium Term Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option,,,0.0,,,2020-07-14,
,UTI - Medium Term Fund (Segregated - 07072020) - Regular Plan - Growth Option,,,0.0,,,2020-07-14,
,UTI - Medium Term Fund (Segregated - 07072020) - Regular Plan - Flexi Dividend Option,,,0.0,,,2020-07-14,
,UTI - Medium Term Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option,,,0.0,,,2020-07-14,
,UTI - Medium Term Fund (Segregated - 07072020) - Direct Plan - Quarterly Dividend Option,,,0.0,,,2020-07-14,
,UTI - Medium Term Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option,,,0.0,,,2020-07-14,
,UTI - Medium Term Fund (Segregated - 07072020) - Direct Plan - Growth Option,,,0.0,,,2020-07-14,
,UTI - Medium Term Fund (Segregated - 07072020) - Direct Plan - Flexi Dividend Option,,,0.0,,,2020-07-14,
,UTI - Medium Term Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option,,,0.0,,,2020-07-14,
,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option,,,0.0,,,2020-07-14,
,UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option,,,0.0,,,2020-07-14,
,UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option,,,0.0,,,2020-07-14,
,UTI - Medium Term Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option,,,0.0,,,2020-07-14,
,UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option,,,0.0,,,2020-07-14,
,UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option,,,0.0,,,2020-07-14,
,UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option,,,0.0,,,2020-07-14,
,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option,,,0.0,,,2020-07-14,
,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option,,,0.0,,,2020-07-14,
,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option,,,0.0,,,2020-07-14,
,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option,,,0.0,,,2020-07-14,
,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option,,,0.0,,,2020-07-14,
,UTI - Medium Term Fund (Segregated - 07072020) - Direct  Plan - Monthly Dividend Option,,,0.0,,,2020-07-14,
,UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option,,,0.0,,,2020-07-14,
,UTI - Medium Term Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option,,,0.0,,,2020-07-14,
,Nippon India Fixed Horizon Fund XXXIII- Series 10- Direct Plan - Growth Option,,,12.5115,,,2020-07-15,
,Nippon India Fixed Horizon Fund XXXIII- Series 10- Direct Plan - Dividend Payout Option,,,10.0,,,2020-07-15,
,Nippon India Fixed Horizon Fund XXXIII- Series 10- Growth Option,,,12.417,,,2020-07-15,
,Nippon India Fixed Horizon Fund XXXIII- Series 10- Dividend Payout Option,,,10.0,,,2020-07-15,
,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Cumulative Option,,,12.3863,,,2020-07-17,
,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Direct Plan - Cumulative Option,,,12.5117,,,2020-07-17,
,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Direct Plan - Dividend Option,,,12.5117,,,2020-07-17,
,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Dividend Option,,,12.3863,,,2020-07-17,
,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Weekly Dividend Option,,,0.0,,,2020-07-20,
,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Option,,,0.0,,,2020-07-20,
,Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Quarterly Dividend Plan,,,0.0,,,2020-07-20,
,Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,,,0.0,,,2020-07-20,
,Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,,,0.0,,,2020-07-20,
,Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Monthly Dividend Plan,,,0.0,,,2020-07-20,
,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,,,0.0,,,2020-07-20,
,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option,,,0.0,,,2020-07-20,
,Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Monthly Dividend Plan,,,0.0,,,2020-07-20,
,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Weekly Dividend Option,,,0.0,,,2020-07-20,
,Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,,,0.0,,,2020-07-20,
,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,,,0.0,,,2020-07-20,
,Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,,,0.0,,,2020-07-20,
,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan,,,0.0,,,2020-07-20,
,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,,,0.0,,,2020-07-20,
,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Quarterly Dividend Option,,,0.0,,,2020-07-20,
,Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Monthly Dividend Option,,,0.0,,,2020-07-20,
,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Quarterly Dividend Option,,,0.0,,,2020-07-20,
,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Monthly Dividend Option,,,0.0,,,2020-07-20,
,Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan,,,0.0,,,2020-07-20,
,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan,,,0.0,,,2020-07-20,
,Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option,,,0.0,,,2020-07-20,
,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Daily Dividend Option,,,0.0,,,2020-07-20,
,Franklin India Short-term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Weekly Dividend Option,,,0.0,,,2020-07-20,
,Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Quarterly Dividend Plan,,,0.0,,,2020-07-20,
,Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Growth Plan,,,0.0,,,2020-07-20,
,Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Dividend Plan,,,0.0,,,2020-07-20,
,Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan,,,0.0,,,2020-07-20,
,Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,,,0.0,,,2020-07-20,
,Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan,,,0.0,,,2020-07-20,
,Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,,,0.0,,,2020-07-20,
,Franklin India Short-term Income Plan- Retail Plan - Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Growth Option,,,0.0,,,2020-07-20,
,Franklin India Short-Term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,,,0.0,,,2020-07-20,
,UTI F I I F Series II -Quarterly Interval Plan - IV -Instn. Growth  Option,,,20.9434,,,2020-07-22,
,ICICI Prudential Fixed Maturity Plan - Series 79 - 1404 Days Plan T Dividend Option,,,13.0267,,,2020-07-27,
,ICICI Prudential Fixed Maturity Plan - Series 79 - 1404 Days Plan T Direct Plan Cumulative Option,,,13.1043,,,2020-07-27,
,ICICI Prudential Fixed Maturity Plan - Series 79 - 1404 Days Plan T Cumulative Option,,,13.0267,,,2020-07-27,
,ICICI Prudential Fixed Maturity Plan - Series 80 - 1216 Days Plan U - Cumulative Option,,,12.5696,,,2020-07-27,
,ICICI Prudential Fixed Maturity Plan - Series 80 - 1216 Days Plan U - Direct Plan - Cumulative Option,,,12.6082,,,2020-07-27,
,ICICI Prudential Fixed Maturity Plan - Series 80 - 1216 Days Plan U - Dividend Option,,,12.5696,,,2020-07-27,
,ICICI Prudential Fixed Maturity Plan - Series 80 - 1216 Days Plan U - Direct Plan - Dividend Option,,,12.6082,,,2020-07-27,
,UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Direct  Plan - Dividend Option,,,10.0,,,2020-07-28,
,UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Direct Plan - Growth Option,,,12.2771,,,2020-07-28,
